SN	DISTRICT	DIVISION	WARD	VILLAGE	MITAA	Fname	FTYPE	OWNER	PLACE	OWNER2
1039	Bukoba MC	Rwamishenye	BileleÂ 	Zamzam		Zamzam	HC	LGA	Urban	Public
1041	Bukoba MC	Rwamishenye	BileleÂ 	Uhuru		Bukoba Med	HC	Private	Urban	Private
1043	Bukoba MC	Rwamishenye	BuhembeÂ 	Ntungamo		Buhembe	Dis	LGA	Urban	Public
1046	Bukoba MC	Rwamishenye	HamugembeÂ 	Kashabo		Karibu	Dis	Private	Urban	Private
1049	Bukoba MC	Rwamishenye	IjuganyondoÂ Â 	Ijuganyondo AÂ Â 		Ijuganyondo	Dis	LGA	Urban	Public
1056	Bukoba MC	Rwamishenye	KahororoÂ 	Rwazi		Kahororo	Dis	LGA	Urban	Public
1066	Bukoba MC	Rwamishenye	KashaiÂ 	Kashai Halisi		Kashai	Dis	LGA	Urban	Public
1074	Bukoba MC	Rwamishenye	KitendaguroÂ Â 	Kagemu		Kagemu	Dis	LGA	Urban	Public
1083	Bukoba MC	Rwamishenye	MiembeniÂ 	Jamhuri		Ndolage Town Clinic	Dis	Lutheran	Urban	Fbo
1084	Bukoba MC	Rwamishenye	MiembeniÂ 	Jamhuri		Hindu	Dis	Private	Urban	Private
1085	Bukoba MC	Rwamishenye	MiembeniÂ 	Pwani		Pwani	Dis	Prisons	Urban	Public
1095	Bukoba MC	Rwamishenye	RwamishenyeÂ 	Chemba		Chemba KJ21	Dis	TPDF	Urban	Public
1096	Bukoba MC	Rwamishenye	RwamishenyeÂ 	RwamishenyeÂ 		RwamishenyeÂ 	HC	LGA	Urban	Public
1100	Bukoba DC	Kya Mtwara	Maruku	Maruku		Maruku	Dis	LGA	Rural	Public
1102	Bukoba DC	Kya Mtwara	Maruku	Bwizanduru		Bwizandruru	Dis	LGA	Rural	Public
1103	Bukoba DC	Kya Mtwara	Kanya -	Bulinda		Bulinda	Dis	LGA	Rural	Public
1104	Bukoba DC	Kya Mtwara	Ngereko	Butahyaibega		Ntoma	Dis	Lutheran	Rural	Fbo
1108	Bukoba DC	Kya Mtwara	Katoma	Lukindo		Katoma	Dis	LGA	Rural	Public
1110	Bukoba DC	Kya Mtwara	Gaine	Kiziru		Kabale	Dis	LGA	Rural	Public
1112	Bukoba DC	Kya Mtwara	Gaine	Kangabusharo		Rwamulumba	Dis	Prisons	Rural	Public
1115	Bukoba DC	Bugabo	Nyakato	Ibosa		Ibosa	Dis		Rural	TBD
1117	Bukoba DC	Bugabo	Nyakato	Kashozi		Kashozi	HC	Parastatal	Rural	Public
1119	Bukoba DC	Bugabo	Buhenda -	Kibale		Kalema	Dis	LGA	Rural	Public
1122	Bukoba DC	Bugabo	Kaagya	Mushozi		Kaagya	Dis	LGA	Rural	Public
1124	Bukoba DC	Bugabo	Kaagya	Buzi		Buzi	Dis	LGA	Rural	Public
1125	Bukoba DC	Bugabo	Kishanje	Bushasha		Bushasha	Dis	LGA	Rural	Public
1127	Bukoba DC	Bugabo	Kishanje	Kishanje		Kishanje	HC	LGA	Rural	Public
1129	Bukoba DC	Bugabo	Rubafu	Kyamalange		Kyamalange	Dis	LGA	Rural	Public
1130	Bukoba DC	Bugabo	Rubafu	Katare		Katare	Dis	Lutheran	Rural	Fbo
1135	Bukoba DC	Katerero	Katerero	Kanazi		Kanazi	HC	LGA	Rural	Public
1136	Bukoba DC	Katerero	Katerero	Rwagati		Bulila	Dis	Private	Rural	Private
1140	Bukoba DC	Katerero	Bujugo	Buganguzi		Bujugo	Dis	LGA	Rural	Public
1142	Bukoba DC	Katerero	Ibwera	Ibwera		Ibwera	Dis	LGA	Rural	Public
1143	Bukoba DC	Katerero	Ibwera	Kibona		Mwemage	HC	Roman Catholic	Rural	Fbo
1148	Bukoba DC	Katerero	Nyakibimbili	Nyakibimbili		Nyakibimbili	Dis	LGA	Rural	Public
1154	Bukoba DC	Katerero	Kasharu	Butainamwa		Butainamwa	Dis	Lutheran	Rural	Fbo
1156	Bukoba DC	Katerero	Kasharu	Kishogo		Kishogo	Dis	LGA	Rural	Public
1165	Bukoba DC	Katerero	Kaibanja	Kiijongo		Kaibanja	Dis		Rural	TBD
1169	Bukoba DC	Katerero	Katoro	Katoro		Katoro	HC	LGA	Rural	Public
1174	Bukoba DC	Katerero	Mikoni	Mikoni		Mikoni	Dis	LGA	Rural	Public
1175	Bukoba DC	Katerero	Kyamulaile	Kyamulaile		Kyamulaile	Dis	LGA	Rural	Public
1178	Bukoba DC	Rubale	Butelankuzi	Mishenye		Ikunyu	Dis	LGA	Rural	Public
1182	Bukoba DC	Rubale	Kibirizi	Kibirizi		Kibirizi	Dis	LGA	Rural	Public
1183	Bukoba DC	Rubale	Kibirizi	Ombweya		Ombweya	Dis	LGA	Rural	Public
1186	Bukoba DC	Rubale	Rubale	Rubale		Rubale	HC	LGA	Rural	Public
1192	Bukoba DC	Rubale	Rubale	Nsheshe		Nsheshe	Dis	LGA	Rural	Public
1197	Bukoba DC	Rubale	Izimbya	Izimbya		Izimbya	Hos	Lutheran	Rural	Fbo
1199	Bukoba DC	Rubale	Izimbya	Rugaze		Rugaze	Dis	LGA	Rural	Public
1203	Bukoba DC	Rubale	Ruhunga	Kuhumulo		Kihumulo	Dis	MDA	Rural	Public
1206	Bukoba DC	Rubale	Ruhunga	Ruhunga		Ruhunga	Dis	MDA	Rural	Public
1208	Karagwe DC	Bugene/Nyaishozi	Bugene	Bugene (Urban Area)		Mico	Dis	Private	Rural	Private
1214	Karagwe DC	Bugene/Nyaishozi	Ihembe	Ihembe I		Ihembe	Dis	LGA	Rural	Public
1215	Karagwe DC	Bugene/Nyaishozi	Ihembe	Ihembe Ii		Kitengule	Dis	Prisons	Rural	Public
1218	Karagwe DC	Bugene/Nyaishozi	Ka1anga	Ka1anga		Kalanga	HC	LGA	Rural	Public
1219	Karagwe DC	Bugene/Nyaishozi	Ka1anga	Ka1anga		Kakiro	Dis	LGA	Rural	Public
1220	Karagwe DC	Bugene/Nyaishozi	Ka1anga	Kalanga		Kalanga	Dis	Prisons	Rural	Public
1222	Karagwe DC	Bugene/Nyaishozi	N1aishozi	N1aishozi		St Michael	Dis	Roman Catholic	Rural	Fbo
1223	Karagwe DC	Bugene/Nyaishozi	N1aishozi	N1aishozi		Nyaishozi	Dis	LGA	Rural	Public
1227	Karagwe DC	Bugene/Nyaishozi	Ndama	Ndama		Karagwe Secondary School	Dis	Lutheran	Rural	Fbo
1229	Karagwe DC	Bugene/Nyaishozi	Ndama	Rugera		Buhamira	Dis	LGA	Rural	Public
1230	Karagwe DC	Bugene/Nyaishozi	Nyakahanga	Nyakahanga		Nyakahanga	Hos	Lutheran	Rural	Fbo
1237	Karagwe DC	Bugene/Nyaishozi	N1akasimbi	Chan1amisa		Nyakasimbi	Dis	LGA	Rural	Public
1239	Karagwe DC	Bugene/Nyaishozi	Rugu	Rugu		Rugu	Dis	LGA	Rural	Public
1240	Karagwe DC	Nyabilonza	Bweran1ange	Ruhita		Ruhita	Dis	LGA	Rural	Public
1241	Karagwe DC	Nyabilonza	Bweran1ange	Chamchuzi		Chamchuzi	Dis	LGA	Rural	Public
1242	Karagwe DC	Nyabilonza	Ibondo	Kijumbura		Kijumbura	Dis	LGA	Rural	Public
1243	Karagwe DC	Nyabilonza	Ibondo	Kakuraijo		Kakulaijo	Dis	LGA	Rural	Public
1245	Karagwe DC	Nyabilonza	Ibondo	N1akaiga		Nyakaiga	Hos	Roman Catholic	Rural	Fbo
1246	Karagwe DC	Nyabilonza	Ibondo	N1akaiga		St Longinus	Dis	Private	Rural	Private
1247	Karagwe DC	Nyabilonza	N1abi1onza	Bukangara		Bukangara	Dis	LGA	Rural	Public
1249	Karagwe DC	Nyabilonza	N1abi1onza	N1abi1onza		Nabionza	Dis	LGA	Rural	Public
1251	Karagwe DC	Nyabilonza	N1akakika	Ka1unga		Nakabanga	Dis	LGA	Rural	Public
1253	Karagwe DC	Nyabilonza	Kiruruma	Kiruruma		Kiruruma	Dis	LGA	Rural	Public
1255	Karagwe DC	Nyabilonza	Kiruruma	Kamagambo		Kamagambo	Dis	LGA	Rural	Public
1257	Karagwe DC	Kaisho/murongo	Bugomora	Kibale		Kibale	Dis	LGA	Rural	Public
1258	Karagwe DC	Kaisho/murongo	Bugomora	N1akatera		Nyakatera	Dis	Lutheran	Rural	Fbo
1261	Karagwe DC	Kaisho/murongo	Bugomora	N1ami1anga		Nyamilanga	Dis	LGA	Rural	Public
1266	Karagwe DC	Kaisho/murongo	Isingiro	Kihanga		Isingiro	Hos	Roman Catholic	Rural	Fbo
1267	Karagwe DC	Kaisho/murongo	Kaisho	Kagen1i		Kagen1I	Dis	LGA	Rural	Public
1269	Karagwe DC	Kaisho/murongo	Kaisho	Kaisho		Kaisho	Dis	LGA	Rural	Public
1274	Karagwe DC	Kaisho/murongo	Kibingo	Kibingo		Kibingo	Dis	LGA	Rural	Public
1276	Karagwe DC	Kaisho/murongo	Kibingo	Rugasha		Rugasha	Dis	LGA	Rural	Public
1277	Karagwe DC	Kaisho/murongo	Kibingo	Rwenkende		Rwenkende	Dis	Roman Catholic	Rural	Fbo
1278	Karagwe DC	Kaisho/murongo	K1erwa	N1arunzumbura		K1Erwa	Dis	LGA	Rural	Public
1279	Karagwe DC	Kaisho/murongo	K1erwa	Kagen1i		Kagen1I	Dis	LGA	Rural	Public
1282	Karagwe DC	Kaisho/murongo	Murongo	Murongo		Murongo	HC	LGA	Rural	Public
1285	Karagwe DC	Kituntu/mabira	Igurwa	Rwambaizi		Rwambaizi	HC	Roman Catholic	Rural	Fbo
1291	Karagwe DC	Kituntu/mabira	Kamuli	Kamuli		Kamuli	HC	LGA	Rural	Public
1295	Karagwe DC	Kituntu/mabira	Kamuli	N1akatuntu		Nyakatuntu	Dis	LGA	Rural	Public
1298	Karagwe DC	Kituntu/mabira	Kihanga	Kibwera		Kibwera	Dis	LGA	Rural	Public
1299	Karagwe DC	Kituntu/mabira	Kihanga	Kishoju		Kishoju	Dis	LGA	Rural	Public
1302	Karagwe DC	Kituntu/mabira	Kimuli	Kakanja		Kakanja	Dis	LGA	Rural	Public
1303	Karagwe DC	Kituntu/mabira	Kimuli	Kikukuru		Kikukuru	Dis	LGA	Rural	Public
1304	Karagwe DC	Kituntu/mabira	Kimuli	Kimuli		Kimuli	Dis	LGA	Rural	Public
1307	Karagwe DC	Kituntu/mabira	Kimuli	Rwele		Rwele	Dis	LGA	Rural	Public
1308	Karagwe DC	Kituntu/mabira	Kituntu	Chanika		Chanika	Dis	LGA	Rural	Public
1309	Karagwe DC	Kituntu/mabira	Kituntu	Katwe		Katwe	Dis	LGA	Rural	Public
1314	Karagwe DC	Kituntu/mabira	Kituntu	Run1aga		Kakiro	Dis	LGA	Rural	Public
1315	Karagwe DC	Kituntu/mabira	Mabira	Businde		Businde	Dis	Roman Catholic	Rural	Fbo
1317	Karagwe DC	Kituntu/mabira	Mabira	Kibimba		Kibimba	Dis	LGA	Rural	Public
1318	Karagwe DC	Kituntu/mabira	Mabira	Mabira		Mabira	Dis	LGA	Rural	Public
1321	Karagwe DC	Kituntu/mabira	Nkwenda	Nkwenda		Nkwenda	HC	LGA	Rural	Public
1322	Karagwe DC	Kituntu/mabira	Nkwenda	Songambele		Songambele	Dis	LGA	Rural	Public
1325	Karagwe DC	Kituntu/mabira	Nkwenda	Kitwechenkura		Kitwechenkura	Dis	LGA	Rural	Public
1330	Karagwe DC	Kituntu/mabira	Rwabwere	Rwabwere		Rwabwere	Dis	LGA	Rural	Public
1336	Chato DC	Buseresere	Makurugusi	Kibumba	Mashishini	Kimbumba	Dis	LGA	Rural	Public
1346	Chato DC	Buseresere	Makurugusi	Kasala	Mabamba	Kasala	Dis	LGA	Rural	Public
1362	Chato DC	Buseresere	Makurugusi	Makurugusi	Makurugusi ?A?	Makurugusi	Dis	LGA	Rural	Public
1367	Chato DC	Buseresere	Buseresere	Buseresere	Buseresere	Buseresere	Dis	LGA	Rural	Public
1376	Chato DC	Buseresere	Buseresere	Mapinduzi	Mapinduzi ?A?	St Joseph	Dis	Private	Rural	Private
1398	Chato DC	Buseresere	Ipalamasa	Iparamasa	Iparamasa	Iparamasa	Dis	Menonite	Rural	Fbo
1454	Chato DC	Bwanga	Buziku	Buziku	Buziku Kati	Buziku	Dis	LGA	Rural	Public
1484	Chato DC	Bwanga	Buziku	Ihanga	Ihanga	Ihanga	Dis	LGA	Rural	Public
1511	Chato DC	Bwanga	Nyarutembo	Nyantimba	Nyarwema Centre	Nyantimba	Dis	LGA	Rural	Public
1526	Chato DC	Bwanga	Bwera	Busaka	Busaka A	Busaka	Dis	LGA	Rural	Public
1542	Chato DC	Bwanga	Bwanga	Bwanga	Kabotangi	Bwanga	HC	LGA	Rural	Public
1581	Chato DC	Kachwamba	Ichwankima	Ichwankima	Ichwankima B	Ichwankima	Dis	LGA	Rural	Public
1593	Chato DC	Kachwamba	Kachwamba	Kachwaamba	Kachwamba Centre	Kachwamba	HC	LGA	Rural	Public
1620	Chato DC	Kachwamba	Kasenga	Kasenga	Kasenga Centre	Kasenga	Dis	LGA	Rural	Public
1625	Chato DC	Kachwamba	Ilemela	Ilemela	Ilemela Kati	Ilemela	Dis	LGA	Rural	Public
1653	Chato DC	Kachwamba	Nyamirembe	Nyamirembe	Mapinduzi	Nyamirembe	Dis	LGA	Rural	Public
1670	Chato DC	Kachwamba	Nyamirembe	Nyambiti	Nyambiti	Nyambiti	Dis	LGA	Rural	Public
1683	Chato DC	Kachwamba	Muganza	Kikumbaitare	Kikumbaitare	Kigongo	Dis	LGA	Rural	Public
1691	Chato DC	Kachwamba	Muganza	Kibehe	Kibehe A	Kibehe	Dis	LGA	Rural	Public
1716	Chato DC	Kachwamba	Muganza	Nyabugera	Nyabugera	Nyabugera	Dis	Lutheran	Rural	Fbo
1732	Chato DC	Kachwamba	Bwongera	Katete	Mtakuja	Katete	Dis	LGA	Rural	Public
1751	Chato DC	Buzirayombo	Bukome	Buzilayombo	Madukani A	Buzirayombo	Dis	LGA	Rural	Public
1775	Chato DC	Buzirayombo	Bukome	Nyabilezi	Nyabilezi B	Nyabilezi	Dis	LGA	Rural	Public
1786	Chato DC	Buzirayombo	Bukome	Mkungo	Ilyamchele	Mkungo	Dis	LGA	Rural	Public
1792	Chato DC	Buzirayombo	Katende	Katende	Katende Madukani	Katende	Dis	LGA	Rural	Public
1804	Chato DC	Buzirayombo	Ilyamchele	Ilyamchele	Ilyamchele Centre	Ilyamuchele	Dis	LGA	Rural	Public
1817	Chato DC	Buzirayombo	Chato	Chato	Chato Kati	Mkulima	Dis	Private	Rural	Private
1827	Chato DC	Buzirayombo	Chato	Kitela	Majengo	Chato	Hos	LGA	Rural	Public
1877	Muleba DC	Izigo	Bumbire	Kitua		Kitua	Dis	Religious	Rural	Fbo
1878	Muleba DC	Izigo	Bumbire	Mahaiga		Bumbire	Dis	LGA	Rural	Public
1880	Muleba DC	Izigo	Goziba	Karebe		Kerebe	Dis	Lutheran	Rural	Fbo
1884	Muleba DC	Izigo	Izigo	Itoju		Kaboya	Dis	TPDF	Rural	Public
1885	Muleba DC	Izigo	Izigo	Izigo		Izigo	HC	LGA	Rural	Public
1886	Muleba DC	Izigo	Izigo	Katoke		Katoke	Dis	MDA	Rural	Public
1890	Muleba DC	Izigo	Kagoma	Kagoma/nsisha		Kagoma	Dis	LGA	Rural	Public
1894	Muleba DC	Izigo	Kagoma	Muyenje		Muyenje	Dis	LGA	Rural	Public
1895	Muleba DC	Izigo	Muhutwe	Kangantebe		Bushekya	Dis	LGA	Rural	Public
1896	Muleba DC	Izigo	Muhutwe	Nyakashenye		Kagondo	Hos	Lutheran	Rural	Fbo
1904	Muleba DC	Kamachumu	Kamachumu	Kamachumu		Kamachumu	HC	LGA	Rural	Public
1905	Muleba DC	Kamachumu	Kamachumu	Bushagara		Ndolage	Hos	Lutheran	Rural	Fbo
1908	Muleba DC	Kamachumu	Ruhanga	Ruhanga		Ruhanga	Dis	LGA	Rural	Public
1911	Muleba DC	Kimwani	Karambi	Itunzi		Burigi	Dis	LGA	Rural	Public
1912	Muleba DC	Kimwani	Karambi	Karambi		Karambi	Dis	LGA	Rural	Public
1913	Muleba DC	Kimwani	Karambi	Karambi		Karambi Kolping	Dis	Roman Catholic	Rural	Fbo
1916	Muleba DC	Kimwani	Kasharunga	Kyamyorwa		Kyamyorwa	Dis	LGA	Rural	Public
1917	Muleba DC	Kimwani	Kasharunga	Nkomero		Kimeya	HC	LGA	Rural	Public
1922	Muleba DC	Kimwani	Kimwani	Kiziramuyaga		Kimwani	Dis	LGA	Rural	Public
1923	Muleba DC	Kimwani	Kimwani	Nyakabango		Nyakabango	Dis	LGA	Rural	Public
1926	Muleba DC	Kimwani	Kimwani	Kyota		Kyota	Dis	LGA	Rural	Public
1927	Muleba DC	Kimwani	Kyebitembe	Bihata		Kyebitembe	Dis	LGA	Rural	Public
1929	Muleba DC	Kimwani	Kyebitembe	Nyamilanda		Nyamilanda	Dis	LGA	Rural	Public
1931	Muleba DC	Kimwani	Mubunda	Kishoju		Mubunda	Dis	LGA	Rural	Public
1944	Muleba DC	Muleba	Kibanga	Kibanga		Kibanga	Dis	LGA	Rural	Public
1948	Muleba DC	Muleba	Magata KarutangaÂ 	Ilemela		Ilemela	Dis	LGA	Rural	Public
1949	Muleba DC	Muleba	Magata KarutangaÂ 	Ilemera		Ilemela	Dis	Lutheran	Rural	Fbo
1956	Muleba DC	Muleba	MazingaÂ 	Mazinga		Mazinga	Dis	LGA	Rural	Public
1958	Muleba DC	Muleba	Muleba	Muleba Mjini		Menonite	Dis	Menonite	Rural	Fbo
1959	Muleba DC	Muleba	Muleba	Tukutuku		Kaigara	HC	LGA	Rural	Public
1960	Muleba DC	Nshamba	Biirabo	Biirabo		Kabare A	Dis	LGA	Rural	Public
1962	Muleba DC	Nshamba	Biirabo	Kabare		Kabare B	Dis	LGA	Rural	Public
1965	Muleba DC	Nshamba	Buganguzi	Katare		Buganguzi	Dis	LGA	Rural	Public
1974	Muleba DC	Nshamba	Kabirizi	Kihwera		Kihwela	Dis	LGA	Rural	Public
1977	Muleba DC	Nshamba	Kashasha	Rubya		Rubya	Hos	Roman Catholic	Rural	Fbo
1980	Muleba DC	Nshamba	KishandaÂ 	Ihunga		Kishanda	Dis	LGA	Rural	Public
1983	Muleba DC	Nshamba	Ngenge	Kishuro		Kishuro	Dis	Roman Catholic	Rural	Fbo
1984	Muleba DC	Nshamba	Ngenge	Rwigembe		Rwigembe	Dis	Lutheran	Rural	Fbo
1987	Muleba DC	Nshamba	Nshamba	Rutenge		Rwantege	Dis	Lutheran	Rural	Fbo
1992	Muleba DC	Nshamba	Nshamba	Nshamba		Nshamba	HC	LGA	Rural	Public
1993	Muleba DC	Nshamba	Rushwa	Omurunazi		Omurunazi	Dis	LGA	Rural	Public
1994	Muleba DC	Nshamba	Rushwa	Rushwa		Rushwa	Dis	LGA	Rural	Public
2000	Muleba DC	Nshamba	BulyakashajuÂ 	Rugando		Rugando	Dis	LGA	Rural	Public
2008	Biharamulo DC	Nyarubungo	Biharamulo Mjini	Biharamulo Mjini		Biharamulo		LGA	Rural	Public
2009	Biharamulo DC	Nyarubungo	Biharamulo Mjini	Biharamulo Mjini		Biharamulo	Hos	Roman Catholic	Rural	Fbo
2010	Biharamulo DC	Nyarubungo	Biharamulo Mjini	Ngambo		Rukaragata	HC	LGA	Rural	Public
2017	Biharamulo DC	Nyarubungo	Nyarubungo	Nyamihanga		Nyamahanga	Dis	Assemblies of God	Rural	Fbo
2019	Biharamulo DC	Nyarubungo	Nyarubungo	Katoke		Katoke	Dis	LGA	Rural	Public
2021	Biharamulo DC	Nyarubungo	Nyarubungo	Katahoka		Katahoka	Dis	LGA	Rural	Public
2024	Biharamulo DC	Nyarubungo	Nyabusozi	Nyabusozi		Nyabusozi	HC	LGA	Rural	Public
2025	Biharamulo DC	Nyarubungo	Nyabusozi	Mbingi Mbindi		Mbindi	Dis	LGA	Rural	Public
2027	Biharamulo DC	Nyarubungo	Runazi	Runazi		Runazi	Dis	LGA	Rural	Public
2031	Biharamulo DC	Nyarubungo	Runazi	Kikomakoma		Kikomakoma	Dis	LGA	Rural	Public
2033	Biharamulo DC	Nyarubungo	Nyamigogo	Nyamigogo		Nyamigogo	Dis	LGA	Rural	Public
2035	Biharamulo DC	Nyarubungo	Nyamigogo	Kasoizibakaya		Kasoizibakaya	Dis	LGA	Rural	Public
2036	Biharamulo DC	Nyarubungo	Nyakahura	Nyakahura		Nyakahura	HC	LGA	Rural	Public
2039	Biharamulo DC	Nyarubungo	Nyakahura	Nyabugombe		Nyabugombe	Dis	LGA	Rural	Public
2040	Biharamulo DC	Nyarubungo	Lusahunga	Lushaunga		Lusahunga	Dis	LGA	Rural	Public
2041	Biharamulo DC	Nyarubungo	Lusahunga	Nyakanazi		Nyakanazi	HC	LGA	Rural	Public
2042	Biharamulo DC	Nyarubungo	Lusahunga	Nyantakara		Nyantakara	Dis		Rural	TBD
2044	Biharamulo DC	Nyarubungo	Lusahunga	Mavota		Mavota	Dis	LGA	Rural	Public
2045	Biharamulo DC	Nyarubungo	Lusahunga	Kaniha		Kaniha	Dis	LGA	Rural	Public
2048	Biharamulo DC	Nyarubungo	Kalenge	Ruganzu		Ruganzu	Dis	LGA	Rural	Public
2052	Biharamulo DC	Nyarubungo	Kalenge	Kalenge		Kalenge	Dis	LGA	Rural	Public
2055	Misenyi DC	Missenyi	Nsunga	Igayaza		Igayaza	Dis	Lutheran	Rural	Fbo
2057	Misenyi DC	Missenyi	Nsunga	Byeju		Byeju	Dis	LGA	Rural	Public
2058	Misenyi DC	Missenyi	Nsunga	Mutukula (Urban Area)		Mutukula	Dis	LGA	Rural	Public
2059	Misenyi DC	Missenyi	Nsunga	Mutukula (Urban Area)		Rukuba	Dis	Private	Rural	Private
2061	Misenyi DC	Missenyi	Minziro	Minziro		Minziro	Dis	LGA	Rural	Public
2064	Misenyi DC	Missenyi	Kasambya	Kakindo		Kakindo	Dis	LGA	Rural	Public
2068	Misenyi DC	Missenyi	Kasambya	Bunazi		Bunazi	HC	LGA	Rural	Public
2070	Misenyi DC	Missenyi	Kyaka	Kyakabullifani		Kyaka	Dis	LGA	Rural	Public
2072	Misenyi DC	Missenyi	Kyaka	Bulembo		Bulembo	Dis	LGA	Rural	Public
2073	Misenyi DC	Missenyi	Kyaka	Kashaba		Kashaba	HC	LGA	Rural	Public
2074	Misenyi DC	Missenyi	Kyaka	Bulifani (Urban Area)		Salient Inn	Dis	Private	Rural	Private
2076	Misenyi DC	Missenyi	Kyaka	Kajunguti		Kajunguti	Dis	Roman Catholic	Rural	Fbo
2078	Misenyi DC	Missenyi	Bugorora	Bugorora		Bugorora	Dis	LGA	Rural	Public
2082	Misenyi DC	Missenyi	Kilimilile	Kilimilile		Kilimilile	Dis	LGA	Rural	Public
2084	Misenyi DC	Missenyi	Kilimilile	Nyankele		Nyankele	Dis	LGA	Rural	Public
2086	Misenyi DC	Missenyi	Kakunyu	Kakunyu		Kakunyu	Dis	LGA	Rural	Public
2087	Misenyi DC	Missenyi	Kakunyu	Bugango		Bugango	Dis	BAKWATA	Rural	Private
2088	Misenyi DC	Missenyi	Kakunyu	Bubale		Bubale	Dis	LGA	Rural	Public
2089	Misenyi DC	Missenyi	Kakunyu	Bubale		Kagera Sugar	Hos	Private	Rural	Private
2092	Misenyi DC	Kiziba	Ruzinga	Ruzinga		Ruzinga	Dis	LGA	Rural	Public
2093	Misenyi DC	Kiziba	Kashenye	Bukwali		Bukwali	Dis	Private	Rural	Private
2094	Misenyi DC	Kiziba	Kashenye	Kashenye		Kashenye	Dis	LGA	Rural	Public
2095	Misenyi DC	Kiziba	Kanyigo	Kigarama		Kigarama	Dis	Lutheran	Rural	Fbo
2097	Misenyi DC	Kiziba	Kanyigo	Kikukwe		Kikukwe	Dis	Private	Rural	Private
2100	Misenyi DC	Kiziba	Kanyigo	Kanyigo		Kanyigo	Dis	LGA	Rural	Public
2102	Misenyi DC	Kiziba	Ishunju	Kyelima		Kyelima	Dis	LGA	Rural	Public
2105	Misenyi DC	Kiziba	Ishozi	Luhano		Ishozi	Dis	LGA	Rural	Public
2109	Misenyi DC	Kiziba	Ishozi	Ishozi		Tweyamba	Dis	Private	Rural	Private
2114	Misenyi DC	Kiziba	Gera	Gera		Gera	Dis	LGA	Rural	Public
2117	Misenyi DC	Kiziba	Bwanjai	Buhangaruti		Mugana	Hos	Roman Catholic	Rural	Fbo
2120	Misenyi DC	Kiziba	Bwanjai	Bukabuye		Kashanga	Dis	LGA	Rural	Public
2124	Misenyi DC	Kiziba	Ruzinga	Mugongo		Ruzinga	Dis	LGA	Rural	Public
2125	Misenyi DC	Kiziba	Buyango	Rutunga		Buyango	Dis	LGA	Rural	Public
2130	Misenyi DC	Kiziba	Bugandika	Rukurungo		Bugandika	Dis	LGA	Rural	Public
2138	Misenyi DC	Kiziba	Kashasha	Kashasha		Kashasha	Dis	Lutheran	Rural	Fbo
2140	Misenyi DC	Kiziba	Kashasha	Kitobo		Kitobo	Dis	LGA	Rural	Public
2142	Ngara DC	Kanazi	Kanazi	Kanazi		Kanazi	Dis	LGA	Rural	Public
2143	Ngara DC	Kanazi	Kanazi	Katerere		Katerere	Dis	LGA	Rural	Public
2144	Ngara DC	Kanazi	Kanazi	Mukarehe		Mukarehe	Dis	LGA	Rural	Public
2145	Ngara DC	Kanazi	Kanazi	Kabalenzi		Kabalenzi	Dis	LGA	Rural	Public
2147	Ngara DC	Kanazi	Mugoma	Muruvyagira		Muruvyagira	Dis	LGA	Rural	Public
2148	Ngara DC	Kanazi	Mugoma	Shanga		Shanga	Dis	LGA	Rural	Public
2152	Ngara DC	Kanazi	Mabawe	Mabawe		Mabawe	HC	LGA	Rural	Public
2158	Ngara DC	Kanazi	Kirushya	Kirushya		Kirushya	Dis	LGA	Rural	Public
2159	Ngara DC	Kanazi	Kirushya	Murutabo		Mukatabo	Dis	LGA	Rural	Public
2162	Ngara DC	Kanazi	Kabanga	Djuruligwa		Djuruligwa	Dis	LGA	Rural	Public
2163	Ngara DC	Kanazi	Kabanga	Kabanga		Kabanga Red Cross	Dis	LGA	Rural	Public
2164	Ngara DC	Kanazi	Kabanga	Kabanga		Kabanga	Dis	Private	Rural	Private
2169	Ngara DC	Murusagamba	Muganza	Muganza		Muganza	Dis	LGA	Rural	Public
2170	Ngara DC	Murusagamba	Muganza	Mukalinzi		Rwimbogo	Dis	LGA	Rural	Public
2171	Ngara DC	Murusagamba	Muganza	Mukubu		Mukubu	Dis	LGA	Rural	Public
2172	Ngara DC	Murusagamba	Murusagamba	Murubanga		Muruganga	Dis	LGA	Rural	Public
2173	Ngara DC	Murusagamba	Murusagamba	Murusagamba		Murusagamba	HC	LGA	Rural	Public
2174	Ngara DC	Murusagamba	Murusagamba	Ntanga		Ntanga	Dis	LGA	Rural	Public
2177	Ngara DC	Nyamiaga	Ngara MjiniÂ 	Murgwanza		Murgwanza	Hos	Anglican	Rural	Fbo
2178	Ngara DC	Nyamiaga	Ngara MjiniÂ 	Ngara		Ngara	Dis	Prisons	Rural	Public
2182	Ngara DC	Nyamiaga	Nyamiaga	Nyamiaga		Nyamiaga	Hos	LGA	Rural	Public
2183	Ngara DC	Nyamiaga	Nyamiaga	Murukulazo		Katenga	Dis	Lutheran	Rural	Fbo
2186	Ngara DC	Nyamiaga	Ntobeye	Ntobeye		Ntobeye	Dis	LGA	Rural	Public
2187	Ngara DC	Nyamiaga	Ntobeye	Chivu		Chivu	Dis	LGA	Rural	Public
2189	Ngara DC	Nyamiaga	Rusumo	Kasulo		Kasulo	Dis	LGA	Rural	Public
